copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,sample_combos,hash
478,Patron of Lost Causes,preferred,Scout Rifle,Kinetic,1,0,0,1,"Field Prep, Full Auto Trigger System, Grave Robber","Elemental Capacitor, Explosive Payload, Vorpal Weapon",8,Elemental Capacitor+Field Prep | Elemental Capacitor+Grave Robber | Explosive Payload+Field Prep | Explosive Payload+Full Auto Trigger System | Explosive Payload+Grave Robber | Field Prep+Vorpal Weapon | Full Auto Trigger System+Vorpal Weapon | Grave Robber+Vorpal Weapon,2723241847
479,Death Adder,preferred,Submachine Gun,Solar,1,0,0,1,"Dynamic Sway Reduction, Hip-Fire Grip, Mulligan","Disruption Break, Dragonfly, Quickdraw",7,Disruption Break+Dynamic Sway Reduction | Disruption Break+Mulligan | Dragonfly+Dynamic Sway Reduction | Dragonfly+Hip-Fire Grip | Dragonfly+Mulligan | Dynamic Sway Reduction+Quickdraw | Hip-Fire Grip+Quickdraw,2742490609
480,Bad Omens,preferred,Rocket Launcher,Void,1,0,0,1,"Destabilizing Rounds, Light Touch, Tracking Module","Cluster Bomb, Quickdraw, Withering Gaze",7,Cluster Bomb+Light Touch | Destabilizing Rounds+Quickdraw | Destabilizing Rounds+Withering Gaze | Light Touch+Quickdraw | Light Touch+Withering Gaze | Quickdraw+Tracking Module | Tracking Module+Withering Gaze,1996201272
481,Cynosure,preferred,Rocket Launcher,Strand,1,0,0,1,"Clown Cartridge, Field Prep, Tracking Module","Desperate Measures, Explosive Light, Reverberation",7,Clown Cartridge+Desperate Measures | Clown Cartridge+Explosive Light | Clown Cartridge+Reverberation | Desperate Measures+Field Prep | Desperate Measures+Tracking Module | Field Prep+Reverberation | Reverberation+Tracking Module,694275488
482,Abyssal Edge,preferred,Sword,Strand,1,0,0,1,"Flash Counter, Relentless Strikes, Valiant Charge","Demolitionist, En Garde, Sword Logic",7,Demolitionist+Flash Counter | Demolitionist+Relentless Strikes | En Garde+Flash Counter | En Garde+Valiant Charge | Flash Counter+Sword Logic | Relentless Strikes+Sword Logic | Sword Logic+Valiant Charge,4221591387
483,The Slammer,preferred,Sword,Stasis,1,0,0,1,"Chain Reaction, Eager Edge, Pugilist","Cold Steel, Collective Action, One for All",7,Chain Reaction+Cold Steel | Chain Reaction+One for All | Cold Steel+Eager Edge | Cold Steel+Pugilist | Collective Action+Eager Edge | Collective Action+Pugilist | Eager Edge+One for All,2889501828
484,The Ringing Nail,preferred,Auto Rifle,Solar,1,0,0,1,"Dragonfly, Incandescent, Keep Away","Disruption Break, Onslaught, Rampage",7,Disruption Break+Dragonfly | Disruption Break+Incandescent | Disruption Break+Keep Away | Dragonfly+Rampage | Incandescent+Rampage | Keep Away+Onslaught | Keep Away+Rampage,4206550094
485,Tempered Dynamo,preferred,Fusion Rifle,Arc,1,0,0,1,"Backup Plan, Kickstart, Rewind Rounds","Closing Time, Gear Shift, Surrounded",7,Backup Plan+Surrounded | Closing Time+Kickstart | Closing Time+Rewind Rounds | Gear Shift+Kickstart | Gear Shift+Rewind Rounds | Kickstart+Surrounded | Rewind Rounds+Surrounded,2925315757
486,Romantic Death,preferred,Grenade Launcher,Void,1,0,0,1,"Feeding Frenzy, Repulsor Brace, Threat Detector","Chain Reaction, Destabilizing Rounds, Impulse Amplifier",7,Chain Reaction+Feeding Frenzy | Chain Reaction+Repulsor Brace | Chain Reaction+Threat Detector | Destabilizing Rounds+Threat Detector | Feeding Frenzy+Impulse Amplifier | Impulse Amplifier+Repulsor Brace | Impulse Amplifier+Threat Detector,2979965246
487,Dimensional Hypotrochoid,preferred,Grenade Launcher,Stasis,1,0,1,1,"Envious Arsenal, Field Prep, Rimestealer","Disruption Break, Empty Traits Socket, Thresh",7,Disruption Break+Envious Arsenal | Disruption Break+Rimestealer | Empty Traits Socket+Envious Arsenal | Empty Traits Socket+Field Prep | Empty Traits Socket+Rimestealer | Envious Arsenal+Thresh | Rimestealer+Thresh,1311684613
488,Pure Poetry,preferred,Hand Cannon,Kinetic,1,0,0,1,"Air Assault, Ensemble, Shoot to Loot","Osmosis, Pugilist, Swashbuckler",7,Air Assault+Osmosis | Air Assault+Swashbuckler | Ensemble+Osmosis | Ensemble+Pugilist | Ensemble+Swashbuckler | Pugilist+Shoot to Loot | Shoot to Loot+Swashbuckler,2671639706
489,Prolonged Engagement,preferred,Submachine Gun,Stasis,1,0,0,1,"Air Assault, Dynamic Sway Reduction, Outlaw","Encore, Pugilist, Rangefinder",7,Air Assault+Encore | Air Assault+Rangefinder | Dynamic Sway Reduction+Encore | Dynamic Sway Reduction+Pugilist | Dynamic Sway Reduction+Rangefinder | Encore+Outlaw | Outlaw+Pugilist,2349907931
490,Nullify (Adept),preferred,Pulse Rifle,Solar,0,1,1,0,"Burning Ambition, Collective Demolition, Under-Over","Attrition Orbs, Desperate Measures, Sword Logic",7,Attrition Orbs+Under-Over | Burning Ambition+Desperate Measures | Burning Ambition+Sword Logic | Collective Demolition+Desperate Measures | Collective Demolition+Sword Logic | Desperate Measures+Under-Over | Sword Logic+Under-Over,892183998
491,Mirror Imago (Adept),preferred,Submachine Gun,Strand,0,1,0,1,"Grave Robber, Recycled Energy, To the Pain","Hatchling, Offhand Strike, Unrelenting",7,Grave Robber+Hatchling | Hatchling+Recycled Energy | Hatchling+To the Pain | Offhand Strike+Recycled Energy | Offhand Strike+To the Pain | Recycled Energy+Unrelenting | To the Pain+Unrelenting,4116546788
492,Fatebringer (Timelost),preferred,Hand Cannon,Kinetic,0,1,1,0,"Explosive Payload, Osmosis, Stopping Power","All-Star, Elemental Honing, Magnificent Howl",7,All-Star+Explosive Payload | Elemental Honing+Explosive Payload | Elemental Honing+Osmosis | Elemental Honing+Stopping Power | Explosive Payload+Magnificent Howl | Magnificent Howl+Osmosis | Magnificent Howl+Stopping Power,4219826183
493,Corundum Hammer,preferred,Hand Cannon,Strand,1,0,0,1,"Fragile Focus, Shoot to Loot, Slice","Elemental Honing, Keep Away, Opening Shot",7,Elemental Honing+Fragile Focus | Elemental Honing+Shoot to Loot | Fragile Focus+Keep Away | Keep Away+Shoot to Loot | Keep Away+Slice | Opening Shot+Shoot to Loot | Opening Shot+Slice,2263462407
494,Forced Memorializer,preferred,Scout Rifle,Kinetic,1,0,0,1,"Auto-Loading Holster, Lone Wolf, Rapid Hit","Ancillary Ordinance, Kinetic Tremors, Outlaw",7,Ancillary Ordinance+Auto-Loading Holster | Ancillary Ordinance+Rapid Hit | Auto-Loading Holster+Kinetic Tremors | Auto-Loading Holster+Outlaw | Kinetic Tremors+Rapid Hit | Lone Wolf+Outlaw | Outlaw+Rapid Hit,1197073834
495,Blast Furnace,preferred,Pulse Rifle,Kinetic,1,0,0,1,"Headseeker, Kinetic Tremors, Snapshot Sights","Desperate Measures, Frenzy, Rampage",7,Desperate Measures+Kinetic Tremors | Desperate Measures+Snapshot Sights | Frenzy+Headseeker | Frenzy+Kinetic Tremors | Frenzy+Snapshot Sights | Headseeker+Rampage | Kinetic Tremors+Rampage,2533990645
496,Abyss Defiant (Adept),preferred,Auto Rifle,Solar,0,1,1,0,"Enlightened Action, Outlaw, Reconstruction","Binary Orbit, Collective Pugilism, Incandescent",7,Binary Orbit+Enlightened Action | Collective Pugilism+Enlightened Action | Collective Pugilism+Outlaw | Collective Pugilism+Reconstruction | Enlightened Action+Incandescent | Incandescent+Outlaw | Incandescent+Reconstruction,3782662983
497,Imminence (Adept),preferred,Submachine Gun,Strand,0,1,1,0,"Dynamic Sway Reduction, Fragile Focus, Tear","Binary Orbit, Strategist, Target Lock",7,Binary Orbit+Fragile Focus | Binary Orbit+Tear | Dynamic Sway Reduction+Strategist | Fragile Focus+Strategist | Fragile Focus+Target Lock | Strategist+Tear | Target Lock+Tear,3951511045
498,Jurisprudent,preferred,Scout Rifle,Stasis,1,0,0,1,"Lone Wolf, Recycled Energy, Tunnel Vision","Explosive Payload, Focused Fury, Headstone",7,Explosive Payload+Lone Wolf | Explosive Payload+Recycled Energy | Focused Fury+Lone Wolf | Focused Fury+Recycled Energy | Headstone+Lone Wolf | Headstone+Recycled Energy | Headstone+Tunnel Vision,4090134063
499,A Distant Pull,preferred,Sniper Rifle,Stasis,1,0,1,1,"Moving Target, Overflow, Tunnel Vision","Collective Action, Discord, Killing Wind",7,Collective Action+Moving Target | Collective Action+Tunnel Vision | Discord+Overflow | Discord+Tunnel Vision | Killing Wind+Moving Target | Killing Wind+Overflow | Killing Wind+Tunnel Vision,1769847435
500,Wild Style,preferred,Grenade Launcher,Solar,1,0,0,1,"Danger Zone, Reconstruction, Unrelenting","Attrition Orbs, Collective Action, Surrounded",7,Attrition Orbs+Reconstruction | Attrition Orbs+Unrelenting | Collective Action+Danger Zone | Collective Action+Reconstruction | Danger Zone+Surrounded | Reconstruction+Surrounded | Surrounded+Unrelenting,1332123064
501,The Beacon,preferred,Fusion Rifle,Solar,1,0,0,1,"Collective Pugilism, Lone Wolf, Rewind Rounds","Burning Ambition, Reservoir Burst, Successful Warm-Up",7,Burning Ambition+Lone Wolf | Burning Ambition+Rewind Rounds | Collective Pugilism+Reservoir Burst | Lone Wolf+Reservoir Burst | Lone Wolf+Successful Warm-Up | Reservoir Burst+Rewind Rounds | Rewind Rounds+Successful Warm-Up,2161618499
502,Palmyra-B,preferred,Rocket Launcher,Stasis,1,0,1,1,"Empty Traits Socket, Impulse Amplifier, Unrelenting","Chill Clip, Explosive Light, Frenzy",7,Chill Clip+Empty Traits Socket | Chill Clip+Impulse Amplifier | Chill Clip+Unrelenting | Empty Traits Socket+Explosive Light | Empty Traits Socket+Frenzy | Explosive Light+Unrelenting | Frenzy+Impulse Amplifier,3489657138
503,Axial Lacuna,preferred,Fusion Rifle,Solar,1,0,1,1,"Cornered, Eye of the Storm, Heal Clip","Kickstart, Reservoir Burst, Vorpal Weapon",8,Cornered+Kickstart | Cornered+Vorpal Weapon | Eye of the Storm+Kickstart | Eye of the Storm+Reservoir Burst | Eye of the Storm+Vorpal Weapon | Heal Clip+Kickstart | Heal Clip+Reservoir Burst | Heal Clip+Vorpal Weapon,3867373351
504,PLUG ONE.1,preferred,Fusion Rifle,Arc,1,0,0,1,"Feeding Frenzy, Slideways, Well-Rounded","Controlled Burst, Desperate Measures, Voltshot",7,Controlled Burst+Feeding Frenzy | Controlled Burst+Well-Rounded | Desperate Measures+Feeding Frenzy | Desperate Measures+Slideways | Desperate Measures+Well-Rounded | Feeding Frenzy+Voltshot | Slideways+Voltshot,3293524502
505,Mint Retrograde,preferred,Pulse Rifle,Strand,1,0,0,1,"Beacon Rounds, Envious Arsenal, Field Prep","Cascade Point, Elemental Honing, Master of Arms",7,Beacon Rounds+Cascade Point | Beacon Rounds+Master of Arms | Cascade Point+Envious Arsenal | Elemental Honing+Envious Arsenal | Elemental Honing+Field Prep | Envious Arsenal+Master of Arms | Field Prep+Master of Arms,3285784871
506,Herod-C,preferred,Auto Rifle,Stasis,1,0,0,1,"Compulsive Reloader, Dynamic Sway Reduction, Shoot to Loot","Moving Target, Multikill Clip, Turnabout",7,Compulsive Reloader+Moving Target | Compulsive Reloader+Multikill Clip | Dynamic Sway Reduction+Moving Target | Dynamic Sway Reduction+Multikill Clip | Dynamic Sway Reduction+Turnabout | Moving Target+Shoot to Loot | Shoot to Loot+Turnabout,2065366342
507,Haliaetus,preferred,Rocket Launcher,Strand,1,0,0,1,"Auto-Loading Holster, Cluster Bomb, Envious Assassin","Bipod, Collective Pugilism, Elemental Honing",7,Auto-Loading Holster+Bipod | Auto-Loading Holster+Collective Pugilism | Bipod+Envious Assassin | Cluster Bomb+Collective Pugilism | Cluster Bomb+Elemental Honing | Collective Pugilism+Envious Assassin | Elemental Honing+Envious Assassin,2155534128
508,Forgiveness,preferred,Sidearm,Arc,1,0,0,1,"Offhand Strike, Proximity Power, Tap the Trigger","Adrenaline Junkie, Desperate Measures, Loose Change",7,Adrenaline Junkie+Offhand Strike | Adrenaline Junkie+Proximity Power | Adrenaline Junkie+Tap the Trigger | Desperate Measures+Proximity Power | Desperate Measures+Tap the Trigger | Loose Change+Proximity Power | Loose Change+Tap the Trigger,1552443158
509,Doomsday,preferred,Grenade Launcher,Arc,1,0,0,1,"Ambitious Assassin, Envious Arsenal, Supercharged Magazine","Explosive Light, Full Court, Jolting Feedback",7,Ambitious Assassin+Explosive Light | Ambitious Assassin+Jolting Feedback | Envious Arsenal+Explosive Light | Envious Arsenal+Full Court | Envious Arsenal+Jolting Feedback | Explosive Light+Supercharged Magazine | Full Court+Supercharged Magazine,713132408
510,Wicked Sister,preferred,Grenade Launcher,Strand,1,0,0,1,"Danger Zone, Quickdraw, Strategist","Deconstruct, Demolitionist, One for All",8,Danger Zone+Deconstruct | Danger Zone+Demolitionist | Danger Zone+One for All | Deconstruct+Quickdraw | Deconstruct+Strategist | Demolitionist+Quickdraw | Demolitionist+Strategist | One for All+Quickdraw,2039776723
511,Dead Weight,preferred,Shotgun,Arc,1,0,0,1,"Auto-Loading Holster, Dual Loader, Lead from Gold","Demolitionist, Golden Tricorn, Turnabout",7,Auto-Loading Holster+Golden Tricorn | Auto-Loading Holster+Turnabout | Demolitionist+Lead from Gold | Dual Loader+Golden Tricorn | Dual Loader+Turnabout | Golden Tricorn+Lead from Gold | Lead from Gold+Turnabout,3738678140
512,Cataphract GL3,preferred,Grenade Launcher,Strand,1,0,0,1,"Blast Distributor, Lead From Light, Quickdraw","Chain Reaction, Explosive Light, Impromptu Ammunition",7,Blast Distributor+Chain Reaction | Blast Distributor+Explosive Light | Chain Reaction+Lead From Light | Explosive Light+Lead From Light | Explosive Light+Quickdraw | Impromptu Ammunition+Lead From Light | Impromptu Ammunition+Quickdraw,3805679279
513,Micromort,preferred,Rocket Launcher,Arc,1,0,0,1,"Clown Cartridge, Cluster Bomb, Field Prep","Binary Orbit, Chain Reaction, Voltshot",7,Binary Orbit+Clown Cartridge | Binary Orbit+Cluster Bomb | Binary Orbit+Field Prep | Chain Reaction+Clown Cartridge | Chain Reaction+Cluster Bomb | Cluster Bomb+Voltshot | Field Prep+Voltshot,602331467
514,Action Item,preferred,Trace Rifle,Stasis,1,0,0,1,"Deconstruct, Envious Assassin, High-Impact Reserves","Detonator Beam, Headstone, Target Lock",7,Deconstruct+Target Lock | Detonator Beam+Envious Assassin | Detonator Beam+High-Impact Reserves | Envious Assassin+Headstone | Envious Assassin+Target Lock | Headstone+High-Impact Reserves | High-Impact Reserves+Target Lock,527989828
515,Taipan-4fr,preferred,Linear Fusion Rifle,Void,1,0,1,1,"Ensemble, Fragile Focus, Genesis","Box Breathing, Firing Line, Focused Fury",7,Box Breathing+Ensemble | Box Breathing+Fragile Focus | Box Breathing+Genesis | Ensemble+Firing Line | Firing Line+Fragile Focus | Focused Fury+Fragile Focus | Focused Fury+Genesis,1911060537
516,Albruna-D,preferred,Sniper Rifle,Arc,1,0,0,1,"Air Assault, No Distractions, Triple Tap","Cascade Point, Slickdraw, Under-Over",8,Air Assault+Cascade Point | Air Assault+Under-Over | Cascade Point+No Distractions | Cascade Point+Triple Tap | No Distractions+Slickdraw | No Distractions+Under-Over | Slickdraw+Triple Tap | Triple Tap+Under-Over,676270382
517,No Reprieve,preferred,Shotgun,Stasis,1,0,1,1,"Feeding Frenzy, Pugilist, Surplus","Empty Traits Socket, Headstone, Snapshot Sights",7,Empty Traits Socket+Feeding Frenzy | Empty Traits Socket+Surplus | Feeding Frenzy+Headstone | Headstone+Pugilist | Headstone+Surplus | Pugilist+Snapshot Sights | Snapshot Sights+Surplus,2531963421
518,MIDA Mini-Tool,preferred,Submachine Gun,Solar,1,0,0,1,"Attrition Orbs, Envious Assassin, Loose Change","Aggregate Charge, Burning Ambition, Offhand Strike",7,Aggregate Charge+Attrition Orbs | Aggregate Charge+Envious Assassin | Aggregate Charge+Loose Change | Attrition Orbs+Offhand Strike | Burning Ambition+Envious Assassin | Burning Ambition+Loose Change | Envious Assassin+Offhand Strike,3946054154
519,Ouster Engine,preferred,Grenade Launcher,Stasis,1,0,0,1,"Air Trigger, Auto-Loading Holster, Stats for All","Chaos Reshaped, Crystalline Corpsebloom, Vorpal Weapon",7,Air Trigger+Chaos Reshaped | Air Trigger+Vorpal Weapon | Auto-Loading Holster+Chaos Reshaped | Auto-Loading Holster+Crystalline Corpsebloom | Chaos Reshaped+Stats for All | Crystalline Corpsebloom+Stats for All | Stats for All+Vorpal Weapon,3718184802
520,Last Thursday,preferred,Pulse Rifle,Strand,1,0,0,1,"Built to Blast, Strategist, Subsistence","Binary Orbit, Elemental Honing, Hatchling",7,Binary Orbit+Built to Blast | Binary Orbit+Strategist | Built to Blast+Elemental Honing | Built to Blast+Hatchling | Elemental Honing+Strategist | Hatchling+Strategist | Hatchling+Subsistence,3813721211
521,Inbound Surveillance,preferred,Scout Rifle,Kinetic,1,0,0,1,"Lucky Shot, Shoot to Loot, Stopping Power","Adhesive Ordnance, Explosive Payload, Frenzy",7,Adhesive Ordnance+Lucky Shot | Adhesive Ordnance+Shoot to Loot | Adhesive Ordnance+Stopping Power | Explosive Payload+Lucky Shot | Explosive Payload+Stopping Power | Frenzy+Shoot to Loot | Frenzy+Stopping Power,2776506837
522,Horror Story,preferred,Auto Rifle,Stasis,1,0,0,1,"Dynamic Sway Reduction, Elemental Capacitor, Under-Over","Adrenaline Junkie, Cascade Point, Vorpal Weapon",7,Adrenaline Junkie+Elemental Capacitor | Adrenaline Junkie+Under-Over | Cascade Point+Dynamic Sway Reduction | Cascade Point+Under-Over | Dynamic Sway Reduction+Vorpal Weapon | Elemental Capacitor+Vorpal Weapon | Under-Over+Vorpal Weapon,2884070594
523,Positive Outlook,preferred,Auto Rifle,Void,1,0,0,1,"Perfect Float, Shot Swap, Tap the Trigger","Destabilizing Rounds, Golden Tricorn Enhanced, Repulsor Brace",7,Destabilizing Rounds+Perfect Float | Destabilizing Rounds+Shot Swap | Golden Tricorn Enhanced+Shot Swap | Golden Tricorn Enhanced+Tap the Trigger | Perfect Float+Repulsor Brace | Repulsor Brace+Shot Swap | Repulsor Brace+Tap the Trigger,491078457
524,Festival Flight,preferred,Grenade Launcher,Strand,1,0,0,1,"Blast Distributor, Demolitionist, Transcendent Moment","Attrition Orbs, One for All, Vorpal Weapon",7,Attrition Orbs+Blast Distributor | Attrition Orbs+Transcendent Moment | Blast Distributor+Vorpal Weapon | Demolitionist+One for All | Demolitionist+Vorpal Weapon | One for All+Transcendent Moment | Transcendent Moment+Vorpal Weapon,4019651319
525,Autumn Wind,preferred,Pulse Rifle,Kinetic,1,0,0,1,"Envious Assassin, Pugilist, Rangefinder","Focused Fury, Multikill Clip, Rampage",7,Envious Assassin+Focused Fury | Envious Assassin+Multikill Clip | Envious Assassin+Rampage | Focused Fury+Pugilist | Focused Fury+Rangefinder | Multikill Clip+Rangefinder | Pugilist+Rampage,3110377595
526,Nessa's Oblation (Adept),preferred,Shotgun,Void,0,1,1,0,"Compulsive Reloader, Proximity Power, Reconstruction","Demoralize, Destabilizing Rounds, Meganeura",8,Compulsive Reloader+Destabilizing Rounds | Compulsive Reloader+Meganeura | Demoralize+Proximity Power | Demoralize+Reconstruction | Destabilizing Rounds+Proximity Power | Destabilizing Rounds+Reconstruction | Meganeura+Proximity Power | Meganeura+Reconstruction,522366885
527,Precipial,preferred,Shotgun,Void,1,0,0,1,"One-Two Punch, Reconstruction, Repulsor Brace","Binary Orbit, Opening Shot, Swashbuckler",8,Binary Orbit+One-Two Punch | Binary Orbit+Repulsor Brace | One-Two Punch+Opening Shot | One-Two Punch+Swashbuckler | Opening Shot+Reconstruction | Opening Shot+Repulsor Brace | Reconstruction+Swashbuckler | Repulsor Brace+Swashbuckler,367772693
528,Giver's Blessing,preferred,Auto Rifle,Kinetic,1,0,0,1,"Feeding Frenzy, Impromptu Ammunition, Shoot to Loot","Adrenaline Junkie, Kinetic Tremors, Zen Moment",7,Adrenaline Junkie+Feeding Frenzy | Feeding Frenzy+Kinetic Tremors | Feeding Frenzy+Zen Moment | Impromptu Ammunition+Kinetic Tremors | Impromptu Ammunition+Zen Moment | Kinetic Tremors+Shoot to Loot | Shoot to Loot+Zen Moment,970034755
529,Breakneck,preferred,Auto Rifle,Kinetic,1,0,0,1,"Enlightened Action, Eye of the Storm, Heating Up","Adagio, Attrition Orbs, Deconstruct",8,Adagio+Eye of the Storm | Adagio+Heating Up | Attrition Orbs+Enlightened Action | Attrition Orbs+Eye of the Storm | Attrition Orbs+Heating Up | Deconstruct+Enlightened Action | Deconstruct+Eye of the Storm | Deconstruct+Heating Up,2026755633
530,Bygones,preferred,Pulse Rifle,Kinetic,1,0,0,1,"Lone Wolf, Outlaw, Rangefinder","Firefly, High Ground, Osmosis",7,Firefly+Lone Wolf | Firefly+Rangefinder | High Ground+Lone Wolf | High Ground+Outlaw | High Ground+Rangefinder | Lone Wolf+Osmosis | Osmosis+Rangefinder,2199554524
531,Peculiar Charm,preferred,Submachine Gun,Kinetic,1,0,0,1,"Attrition Orbs, Impromptu Ammunition, Stopping Power","Bewildering Burst, Headseeker, Master of Arms",7,Attrition Orbs+Headseeker | Attrition Orbs+Master of Arms | Bewildering Burst+Impromptu Ammunition | Bewildering Burst+Stopping Power | Headseeker+Stopping Power | Impromptu Ammunition+Master of Arms | Master of Arms+Stopping Power,3620277039
532,Acosmic,preferred,Grenade Launcher,Void,1,0,0,1,"Reverberation, Slickdraw, Withering Gaze","Bait and Switch, Cascade Point, Explosive Light",7,Bait and Switch+Reverberation | Bait and Switch+Slickdraw | Bait and Switch+Withering Gaze | Cascade Point+Slickdraw | Cascade Point+Withering Gaze | Explosive Light+Reverberation | Explosive Light+Slickdraw,1106017703
533,Faustus Decline,preferred,Sidearm,Stasis,1,0,0,1,"Demolitionist, Rangefinder, Rimestealer","Headstone, Precision Instrument, Sword Logic",7,Demolitionist+Headstone | Demolitionist+Precision Instrument | Demolitionist+Sword Logic | Headstone+Rangefinder | Precision Instrument+Rimestealer | Rangefinder+Sword Logic | Rimestealer+Sword Logic,1663482635
534,Drang,preferred,Sidearm,Solar,1,0,1,1,"Collective Pugilism, Loose Change, Moving Target","Binary Orbit, Frenzy, Incandescent",7,Binary Orbit+Loose Change | Binary Orbit+Moving Target | Collective Pugilism+Frenzy | Collective Pugilism+Incandescent | Frenzy+Loose Change | Incandescent+Loose Change | Incandescent+Moving Target,358190158
535,Borrowed Time,preferred,Submachine Gun,Solar,1,0,0,1,"Firmly Planted, Heating Up, Overflow","Snapshot Sights, Swashbuckler, Tap the Trigger",7,Firmly Planted+Snapshot Sights | Firmly Planted+Swashbuckler | Firmly Planted+Tap the Trigger | Heating Up+Snapshot Sights | Heating Up+Swashbuckler | Overflow+Snapshot Sights | Overflow+Tap the Trigger,875848769
536,Trinary System,preferred,Fusion Rifle,Solar,1,0,0,1,"Ambitious Assassin, Feeding Frenzy, Slideways","Backup Plan, Disruption Break, Wellspring",7,Ambitious Assassin+Backup Plan | Ambitious Assassin+Disruption Break | Backup Plan+Feeding Frenzy | Backup Plan+Slideways | Disruption Break+Slideways | Feeding Frenzy+Wellspring | Slideways+Wellspring,3258665412
537,Xenoclast IV,preferred,Shotgun,Arc,1,0,0,1,"Genesis, Hip-Fire Grip, Pulse Monitor","Disruption Break, Killing Wind, Surrounded",7,Disruption Break+Genesis | Genesis+Killing Wind | Genesis+Surrounded | Hip-Fire Grip+Killing Wind | Hip-Fire Grip+Surrounded | Killing Wind+Pulse Monitor | Pulse Monitor+Surrounded,963732594
538,Spoiler Alert,preferred,Sidearm,Kinetic,1,0,0,1,"Feeding Frenzy, Tunnel Vision, Under Pressure","Osmosis, Swashbuckler, Unrelenting",7,Feeding Frenzy+Osmosis | Feeding Frenzy+Swashbuckler | Feeding Frenzy+Unrelenting | Osmosis+Tunnel Vision | Swashbuckler+Tunnel Vision | Swashbuckler+Under Pressure | Under Pressure+Unrelenting,2588048270
539,Servant Leader,preferred,Scout Rifle,Kinetic,1,0,0,1,"No Distractions, Outlaw, Pulse Monitor","Multikill Clip, Thresh, Wellspring",7,Multikill Clip+No Distractions | Multikill Clip+Pulse Monitor | No Distractions+Thresh | No Distractions+Wellspring | Outlaw+Thresh | Pulse Monitor+Thresh | Pulse Monitor+Wellspring,1107446438
540,Hullabaloo,preferred,Grenade Launcher,Arc,1,0,0,1,"Field Prep, Impulse Amplifier, Voltshot","Adrenaline Junkie, Golden Tricorn Enhanced, Rolling Storm",7,Adrenaline Junkie+Field Prep | Adrenaline Junkie+Impulse Amplifier | Field Prep+Golden Tricorn Enhanced | Field Prep+Rolling Storm | Golden Tricorn Enhanced+Impulse Amplifier | Golden Tricorn Enhanced+Voltshot | Rolling Storm+Voltshot,2666273249
541,Fortunate Star,preferred,Combat Bow,Void,1,0,0,1,"Archer's Tempo, Killing Wind, Successful Warm-Up","Destabilizing Rounds, Explosive Head, Sword Logic",7,Archer's Tempo+Destabilizing Rounds | Archer's Tempo+Sword Logic | Destabilizing Rounds+Killing Wind | Destabilizing Rounds+Successful Warm-Up | Explosive Head+Killing Wind | Killing Wind+Sword Logic | Successful Warm-Up+Sword Logic,2631466936
542,Anamnesis (Adept),preferred,Combat Bow,Void,0,1,0,1,"Archer's Tempo, Dragonfly, Hip-Fire Grip","Adagio, Explosive Head, Moving Target",7,Adagio+Archer's Tempo | Adagio+Dragonfly | Adagio+Hip-Fire Grip | Archer's Tempo+Moving Target | Dragonfly+Explosive Head | Explosive Head+Hip-Fire Grip | Hip-Fire Grip+Moving Target,3949253499
543,Eye of Sol,preferred,Sniper Rifle,Kinetic,1,0,0,1,"Encore, Perpetual Motion, Shot Swap","Deconstruct, Firing Line, Opening Shot",7,Deconstruct+Perpetual Motion | Encore+Firing Line | Encore+Opening Shot | Firing Line+Perpetual Motion | Firing Line+Shot Swap | Opening Shot+Perpetual Motion | Opening Shot+Shot Swap,1401300690
544,Bug-Out Bag,preferred,Submachine Gun,Solar,1,0,0,1,"Perpetual Motion, Subsistence, Threat Detector","Collective Action, Fragile Focus, Killing Wind",7,Collective Action+Perpetual Motion | Collective Action+Subsistence | Fragile Focus+Subsistence | Fragile Focus+Threat Detector | Killing Wind+Perpetual Motion | Killing Wind+Subsistence | Killing Wind+Threat Detector,2832639510
545,Sarpedon-D,preferred,Hand Cannon,Arc,1,0,0,1,"Eddy Current, Impromptu Ammunition, Lead From Light","One-Two Punch, Rolling Storm, Trench Barrel",6,Eddy Current+One-Two Punch | Eddy Current+Trench Barrel | Impromptu Ammunition+One-Two Punch | Impromptu Ammunition+Trench Barrel | Lead From Light+One-Two Punch | Lead From Light+Trench Barrel,3318545829
546,Aureus Neutralizer,preferred,Hand Cannon,Kinetic,1,0,0,1,"Barrel Constrictor, Proximity Power, Threat Remover","Adagio, Cascade Point, Closing Time",6,Adagio+Barrel Constrictor | Adagio+Threat Remover | Barrel Constrictor+Cascade Point | Barrel Constrictor+Closing Time | Cascade Point+Proximity Power | Closing Time+Proximity Power,3981920134
547,Found Verdict (Timelost),preferred,Shotgun,Arc,0,1,1,0,"Aggregate Charge, Supercharged Magazine, Threat Remover","Gear Shift, Rolling Storm, Voltshot",6,Aggregate Charge+Rolling Storm | Aggregate Charge+Voltshot | Gear Shift+Supercharged Magazine | Gear Shift+Threat Remover | Rolling Storm+Threat Remover | Threat Remover+Voltshot,851296754
548,Nox Perennial V,preferred,Fusion Rifle,Strand,1,0,0,1,"Envious Assassin, Fragile Focus, Loose Change","Elemental Capacitor, Hatchling, Kickstart",6,Elemental Capacitor+Envious Assassin | Elemental Capacitor+Loose Change | Fragile Focus+Hatchling | Fragile Focus+Kickstart | Hatchling+Loose Change | Kickstart+Loose Change,2767393525
