copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
133,Pointed Inquiry,preferred,Scout Rifle,Void,1,0,0,1,1,"Firmly Planted, Genesis, Repulsor Brace","Demolitionist, Demoralize, Harmony",9,,,Demolitionist+Firmly Planted | Demolitionist+Genesis | Demolitionist+Repulsor Brace | Demoralize+Firmly Planted | Demoralize+Genesis | Demoralize+Repulsor Brace | Firmly Planted+Harmony | Genesis+Harmony | Harmony+Repulsor Brace,297296830
134,Permafrost,preferred,Grenade Launcher,Stasis,1,0,0,0,1,"Attrition Orbs, Blast Distributor, Impromptu Ammunition","Adrenaline Junkie, Pugilist, Wellspring",9,,,Adrenaline Junkie+Attrition Orbs | Adrenaline Junkie+Blast Distributor | Adrenaline Junkie+Impromptu Ammunition | Attrition Orbs+Pugilist | Attrition Orbs+Wellspring | Blast Distributor+Pugilist | Blast Distributor+Wellspring | Impromptu Ammunition+Pugilist | Impromptu Ammunition+Wellspring,2922964484
135,Oversoul Edict (Adept),preferred,Pulse Rifle,Arc,0,1,0,1,0,"Eddy Current, Encore, Eye of the Storm","Headseeker, High Ground, Moving Target",9,,,Eddy Current+Headseeker | Eddy Current+High Ground | Eddy Current+Moving Target | Encore+Headseeker | Encore+High Ground | Encore+Moving Target | Eye of the Storm+Headseeker | Eye of the Storm+High Ground | Eye of the Storm+Moving Target,578105049
136,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Surplus, Wellspring","Golden Tricorn Enhanced, High-Impact Reserves, Slickdraw",9,,,Air Assault+Golden Tricorn Enhanced | Air Assault+High-Impact Reserves | Air Assault+Slickdraw | Golden Tricorn Enhanced+Surplus | Golden Tricorn Enhanced+Wellspring | High-Impact Reserves+Surplus | High-Impact Reserves+Wellspring | Slickdraw+Surplus | Slickdraw+Wellspring,676270382
137,Origin Story,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Feeding Frenzy, Fragile Focus, Strategist","High Ground, Onslaught, Surrounded",9,,,Feeding Frenzy+High Ground | Feeding Frenzy+Onslaught | Feeding Frenzy+Surrounded | Fragile Focus+High Ground | Fragile Focus+Onslaught | Fragile Focus+Surrounded | High Ground+Strategist | Onslaught+Strategist | Strategist+Surrounded,2826850739
138,Breakneck,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Dynamic Sway Reduction, Shoot to Loot, Subsistence","Deconstruct, Osmosis, Target Lock",9,,,Deconstruct+Dynamic Sway Reduction | Deconstruct+Shoot to Loot | Deconstruct+Subsistence | Dynamic Sway Reduction+Osmosis | Dynamic Sway Reduction+Target Lock | Osmosis+Shoot to Loot | Osmosis+Subsistence | Shoot to Loot+Target Lock | Subsistence+Target Lock,2026755633
139,Veiled Threat,preferred,Auto Rifle,Stasis,1,0,0,1,1,"Attrition Orbs, Threat Detector, To the Pain","Gutshot Straight, Headstone, Moving Target",9,,,Attrition Orbs+Gutshot Straight | Attrition Orbs+Headstone | Attrition Orbs+Moving Target | Gutshot Straight+Threat Detector | Gutshot Straight+To the Pain | Headstone+Threat Detector | Headstone+To the Pain | Moving Target+Threat Detector | Moving Target+To the Pain,3685470415
140,Sorrow's Verse,preferred,Auto Rifle,Arc,1,0,1,0,1,"Feeding Frenzy, Recycled Energy, Rewind Rounds","Demolitionist, Multikill Clip, Voltshot",9,,,Demolitionist+Feeding Frenzy | Demolitionist+Recycled Energy | Demolitionist+Rewind Rounds | Feeding Frenzy+Multikill Clip | Feeding Frenzy+Voltshot | Multikill Clip+Recycled Energy | Multikill Clip+Rewind Rounds | Recycled Energy+Voltshot | Rewind Rounds+Voltshot,2557966895
141,Seraphine Haze,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Hip-Fire Grip, Lead From Light, Rimestealer","Adrenaline Junkie, Attrition Orbs, Collective Pugilism",9,,,Adrenaline Junkie+Hip-Fire Grip | Adrenaline Junkie+Lead From Light | Adrenaline Junkie+Rimestealer | Attrition Orbs+Hip-Fire Grip | Attrition Orbs+Lead From Light | Attrition Orbs+Rimestealer | Collective Pugilism+Hip-Fire Grip | Collective Pugilism+Lead From Light | Collective Pugilism+Rimestealer,1524387902
142,Servant Leader,preferred,Scout Rifle,Kinetic,0,0,1,0,1,"Heating Up, No Distractions, Pulse Monitor","Harmony, Kill Clip, Wellspring",9,,,Harmony+Heating Up | Harmony+No Distractions | Harmony+Pulse Monitor | Heating Up+Kill Clip | Heating Up+Wellspring | Kill Clip+No Distractions | Kill Clip+Pulse Monitor | No Distractions+Wellspring | Pulse Monitor+Wellspring,1107446438
143,Sarpedon-D,preferred,Hand Cannon,Arc,1,0,1,0,1,"Proximity Power, To the Pain, Trickle Charge","Desperate Measures, One-Two Punch, Trench Barrel",9,,,Desperate Measures+Proximity Power | Desperate Measures+To the Pain | Desperate Measures+Trickle Charge | One-Two Punch+Proximity Power | One-Two Punch+To the Pain | One-Two Punch+Trickle Charge | Proximity Power+Trench Barrel | To the Pain+Trench Barrel | Trench Barrel+Trickle Charge,3318545829
144,Resounding,preferred,Fusion Rifle,Strand,1,0,1,0,1,"Compulsive Reloader, Cornered, Threat Detector","Aggregate Charge, One for All, Reservoir Burst",9,,,Aggregate Charge+Compulsive Reloader | Aggregate Charge+Cornered | Aggregate Charge+Threat Detector | Compulsive Reloader+One for All | Compulsive Reloader+Reservoir Burst | Cornered+One for All | Cornered+Reservoir Burst | One for All+Threat Detector | Reservoir Burst+Threat Detector,3273807888
145,Frontier's Cry,preferred,Hand Cannon,Solar,1,0,0,0,1,"Adaptive Munitions, Rapid Hit, Stats for All","Adagio, Eye of the Storm, Iron Grip",9,,,Adagio+Adaptive Munitions | Adagio+Rapid Hit | Adagio+Stats for All | Adaptive Munitions+Eye of the Storm | Adaptive Munitions+Iron Grip | Eye of the Storm+Rapid Hit | Eye of the Storm+Stats for All | Iron Grip+Rapid Hit | Iron Grip+Stats for All,3203303472
146,Romantic Death,preferred,Grenade Launcher,Void,1,0,0,0,1,"Proximity Power, Reverberation, Stats for All","Aggregate Charge, Chain Reaction, Impulse Amplifier",9,,,Aggregate Charge+Proximity Power | Aggregate Charge+Reverberation | Aggregate Charge+Stats for All | Chain Reaction+Proximity Power | Chain Reaction+Reverberation | Chain Reaction+Stats for All | Impulse Amplifier+Proximity Power | Impulse Amplifier+Reverberation | Impulse Amplifier+Stats for All,2979965246
147,Perfect Pitch,preferred,Submachine Gun,Solar,1,0,1,0,1,"Discord, Enlightened Action, To the Pain","Focused Fury, Onslaught, Rangefinder",9,,,Discord+Focused Fury | Discord+Onslaught | Discord+Rangefinder | Enlightened Action+Focused Fury | Enlightened Action+Onslaught | Enlightened Action+Rangefinder | Focused Fury+To the Pain | Onslaught+To the Pain | Rangefinder+To the Pain,2191451996
148,No Feelings,preferred,Scout Rifle,Arc,1,0,1,0,1,"Collective Demolition, Keep Away, Voltshot","Adrenaline Junkie, Box Breathing, Meganeura",9,,,Adrenaline Junkie+Collective Demolition | Adrenaline Junkie+Keep Away | Adrenaline Junkie+Voltshot | Box Breathing+Collective Demolition | Box Breathing+Keep Away | Box Breathing+Voltshot | Collective Demolition+Meganeura | Keep Away+Meganeura | Meganeura+Voltshot,2979764077
149,Rapid Growth,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Fourth Time's the Charm, Light Touch, Lucky Shot","Binary Orbit, Closing Time, Gear Shift",9,,,Binary Orbit+Fourth Time's the Charm | Binary Orbit+Light Touch | Binary Orbit+Lucky Shot | Closing Time+Fourth Time's the Charm | Closing Time+Light Touch | Closing Time+Lucky Shot | Fourth Time's the Charm+Gear Shift | Gear Shift+Light Touch | Gear Shift+Lucky Shot,3856342856
150,Arcane Embrace,preferred,Shotgun,Arc,1,0,0,0,1,"Air Trigger, Dual Loader, Slideshot","Desperado, Swashbuckler, Voltshot",9,,,Air Trigger+Desperado | Air Trigger+Swashbuckler | Air Trigger+Voltshot | Desperado+Dual Loader | Desperado+Slideshot | Dual Loader+Swashbuckler | Dual Loader+Voltshot | Slideshot+Swashbuckler | Slideshot+Voltshot,3649985571
151,Someday,preferred,Shotgun,Kinetic,1,0,0,1,1,"Lead from Gold, One-Two Punch, Strategist","Cascade Point, Closing Time, Frenzy",9,,,Cascade Point+Lead from Gold | Cascade Point+One-Two Punch | Cascade Point+Strategist | Closing Time+Lead from Gold | Closing Time+One-Two Punch | Closing Time+Strategist | Frenzy+Lead from Gold | Frenzy+One-Two Punch | Frenzy+Strategist,3232203524
152,Iterative Loop,preferred,Fusion Rifle,Arc,1,0,0,1,1,"Slickdraw, Supercharged Magazine, Under Pressure","Demolitionist, Kickstart, Pugilist",9,,,Demolitionist+Slickdraw | Demolitionist+Supercharged Magazine | Demolitionist+Under Pressure | Kickstart+Slickdraw | Kickstart+Supercharged Magazine | Kickstart+Under Pressure | Pugilist+Slickdraw | Pugilist+Supercharged Magazine | Pugilist+Under Pressure,1289796511
153,Red Tape,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Attrition Orbs, Closing Time, Lone Wolf","Focused Fury, High-Impact Reserves, Rampage",9,,,Attrition Orbs+Focused Fury | Attrition Orbs+High-Impact Reserves | Attrition Orbs+Rampage | Closing Time+Focused Fury | Closing Time+High-Impact Reserves | Closing Time+Rampage | Focused Fury+Lone Wolf | High-Impact Reserves+Lone Wolf | Lone Wolf+Rampage,3423493037
154,Reckless Endangerment,preferred,Shotgun,Kinetic,1,0,1,0,1,"Barrel Constrictor, Perpetual Motion, Steady Hands","Binary Orbit, Offhand Strike, Trench Barrel",9,,,Barrel Constrictor+Binary Orbit | Barrel Constrictor+Offhand Strike | Barrel Constrictor+Trench Barrel | Binary Orbit+Perpetual Motion | Binary Orbit+Steady Hands | Offhand Strike+Perpetual Motion | Offhand Strike+Steady Hands | Perpetual Motion+Trench Barrel | Steady Hands+Trench Barrel,3085559077
155,Ahab Char,preferred,Auto Rifle,Solar,1,0,0,0,1,"Proximity Power, Recycled Energy, Transcendent Moment","Adagio, Eye of the Storm, High-Impact Reserves",9,,,Adagio+Proximity Power | Adagio+Recycled Energy | Adagio+Transcendent Moment | Eye of the Storm+Proximity Power | Eye of the Storm+Recycled Energy | Eye of the Storm+Transcendent Moment | High-Impact Reserves+Proximity Power | High-Impact Reserves+Recycled Energy | High-Impact Reserves+Transcendent Moment,1411560894
156,Phoneutria Fera,preferred,Hand Cannon,Solar,1,0,0,0,1,"Barrel Constrictor, Threat Remover, Transcendent Moment","Frenzy, Incandescent, One-Two Punch",9,,,Barrel Constrictor+Frenzy | Barrel Constrictor+Incandescent | Barrel Constrictor+One-Two Punch | Frenzy+Threat Remover | Frenzy+Transcendent Moment | Incandescent+Threat Remover | Incandescent+Transcendent Moment | One-Two Punch+Threat Remover | One-Two Punch+Transcendent Moment,3804242795
157,Occluded Finality,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Mulligan, Snapshot Sights, Surplus","Demolitionist, Elemental Capacitor, Iron Reach",9,,,Demolitionist+Mulligan | Demolitionist+Snapshot Sights | Demolitionist+Surplus | Elemental Capacitor+Mulligan | Elemental Capacitor+Snapshot Sights | Elemental Capacitor+Surplus | Iron Reach+Mulligan | Iron Reach+Snapshot Sights | Iron Reach+Surplus,852551895
158,Mint Retrograde,preferred,Pulse Rifle,Strand,1,0,1,0,1,"Beacon Rounds, Hatchling, Rewind Rounds","Bait and Switch, Cascade Point, Elemental Honing",9,,,Bait and Switch+Beacon Rounds | Bait and Switch+Hatchling | Bait and Switch+Rewind Rounds | Beacon Rounds+Cascade Point | Beacon Rounds+Elemental Honing | Cascade Point+Hatchling | Cascade Point+Rewind Rounds | Elemental Honing+Hatchling | Elemental Honing+Rewind Rounds,3285784871
159,Mindbender's Ambition,preferred,Shotgun,Solar,1,0,1,0,1,"Auto-Loading Holster, Lead from Gold, Pugilist","Fragile Focus, One-Two Punch, Steady Hands",9,,,Auto-Loading Holster+Fragile Focus | Auto-Loading Holster+One-Two Punch | Auto-Loading Holster+Steady Hands | Fragile Focus+Lead from Gold | Fragile Focus+Pugilist | Lead from Gold+One-Two Punch | Lead from Gold+Steady Hands | One-Two Punch+Pugilist | Pugilist+Steady Hands,1094005544
160,MIDA Mini-Tool,preferred,Submachine Gun,Solar,1,0,0,0,1,"Discord, Envious Assassin, Loose Change","Collective Pugilism, Master of Arms, Offhand Strike",9,,,Collective Pugilism+Discord | Collective Pugilism+Envious Assassin | Collective Pugilism+Loose Change | Discord+Master of Arms | Discord+Offhand Strike | Envious Assassin+Master of Arms | Envious Assassin+Offhand Strike | Loose Change+Master of Arms | Loose Change+Offhand Strike,3946054154
161,Lotus-Eater,preferred,Sidearm,Void,1,0,1,0,1,"Beacon Rounds, Reconstruction, Shoot to Loot","Adrenaline Junkie, Reverberation, Withering Gaze",9,,,Adrenaline Junkie+Beacon Rounds | Adrenaline Junkie+Reconstruction | Adrenaline Junkie+Shoot to Loot | Beacon Rounds+Reverberation | Beacon Rounds+Withering Gaze | Reconstruction+Reverberation | Reconstruction+Withering Gaze | Reverberation+Shoot to Loot | Shoot to Loot+Withering Gaze,3922217119
162,Jurisprudent,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Built to Blast, Enlightened Action, Recycled Energy","Adrenaline Junkie, Binary Orbit, No Distractions",9,,,Adrenaline Junkie+Built to Blast | Adrenaline Junkie+Enlightened Action | Adrenaline Junkie+Recycled Energy | Binary Orbit+Built to Blast | Binary Orbit+Enlightened Action | Binary Orbit+Recycled Energy | Built to Blast+No Distractions | Enlightened Action+No Distractions | No Distractions+Recycled Energy,4090134063
163,Jorum's Claw,preferred,Pulse Rifle,Solar,1,0,0,0,1,"Gutshot Straight, Iron Grip, Offhand Strike","Frenzy, Golden Tricorn, Incandescent",9,,,Frenzy+Gutshot Straight | Frenzy+Iron Grip | Frenzy+Offhand Strike | Golden Tricorn+Gutshot Straight | Golden Tricorn+Iron Grip | Golden Tricorn+Offhand Strike | Gutshot Straight+Incandescent | Incandescent+Iron Grip | Incandescent+Offhand Strike,62937067
164,Infinite Paths 8,preferred,Pulse Rifle,Arc,1,0,0,0,1,"Auto-Loading Holster, Genesis, Threat Detector","Shield Disorient, Swashbuckler, Zen Moment",9,,,Auto-Loading Holster+Shield Disorient | Auto-Loading Holster+Swashbuckler | Auto-Loading Holster+Zen Moment | Genesis+Shield Disorient | Genesis+Swashbuckler | Genesis+Zen Moment | Shield Disorient+Threat Detector | Swashbuckler+Threat Detector | Threat Detector+Zen Moment,3233390913
165,Gunnora's Axe,preferred,Shotgun,Arc,1,0,0,0,1,"Field Prep, Full Auto Trigger System, Pulse Monitor","Demolitionist, Slideshot, Triple Tap",9,,,Demolitionist+Field Prep | Demolitionist+Full Auto Trigger System | Demolitionist+Pulse Monitor | Field Prep+Slideshot | Field Prep+Triple Tap | Full Auto Trigger System+Slideshot | Full Auto Trigger System+Triple Tap | Pulse Monitor+Slideshot | Pulse Monitor+Triple Tap,2326716489
166,Hawthorne's Field-Forged Shotgun,preferred,Shotgun,Kinetic,1,0,0,0,1,"Full Auto Trigger System, Grave Robber, Pulse Monitor","Eye of the Storm, Hip-Fire Grip, One-Two Punch",9,,,Eye of the Storm+Full Auto Trigger System | Eye of the Storm+Grave Robber | Eye of the Storm+Pulse Monitor | Full Auto Trigger System+Hip-Fire Grip | Full Auto Trigger System+One-Two Punch | Grave Robber+Hip-Fire Grip | Grave Robber+One-Two Punch | Hip-Fire Grip+Pulse Monitor | One-Two Punch+Pulse Monitor,1807343361
167,Wicked Sister,preferred,Grenade Launcher,Strand,0,0,1,0,1,"Envious Assassin, Perpetual Motion, Quickdraw","Full Court, High Ground, Reverberation",9,,,Envious Assassin+Full Court | Envious Assassin+High Ground | Envious Assassin+Reverberation | Full Court+Perpetual Motion | Full Court+Quickdraw | High Ground+Perpetual Motion | High Ground+Quickdraw | Perpetual Motion+Reverberation | Quickdraw+Reverberation,2039776723
168,The Forward Path,preferred,Auto Rifle,Kinetic,1,0,0,0,1,"Dynamic Sway Reduction, Fourth Time's the Charm, Hip-Fire Grip","Iron Gaze, Swashbuckler, Tap the Trigger",9,,,Dynamic Sway Reduction+Iron Gaze | Dynamic Sway Reduction+Swashbuckler | Dynamic Sway Reduction+Tap the Trigger | Fourth Time's the Charm+Iron Gaze | Fourth Time's the Charm+Swashbuckler | Fourth Time's the Charm+Tap the Trigger | Hip-Fire Grip+Iron Gaze | Hip-Fire Grip+Swashbuckler | Hip-Fire Grip+Tap the Trigger,1690783811
169,Inbound Surveillance,preferred,Scout Rifle,Kinetic,1,0,0,0,1,"Keep Away, Lucky Shot, Shoot to Loot","Kinetic Tremors, Precision Instrument, Redirection",9,,,Keep Away+Kinetic Tremors | Keep Away+Precision Instrument | Keep Away+Redirection | Kinetic Tremors+Lucky Shot | Kinetic Tremors+Shoot to Loot | Lucky Shot+Precision Instrument | Lucky Shot+Redirection | Precision Instrument+Shoot to Loot | Redirection+Shoot to Loot,2776506837
170,Imperial Decree,preferred,Shotgun,Kinetic,1,0,0,1,1,"Feeding Frenzy, Full Auto Trigger System, Pulse Monitor","Auto-Loading Holster, Rampage, Trench Barrel",9,,,Auto-Loading Holster+Feeding Frenzy | Auto-Loading Holster+Full Auto Trigger System | Auto-Loading Holster+Pulse Monitor | Feeding Frenzy+Rampage | Feeding Frenzy+Trench Barrel | Full Auto Trigger System+Rampage | Full Auto Trigger System+Trench Barrel | Pulse Monitor+Rampage | Pulse Monitor+Trench Barrel,2919334548
171,Hullabaloo,preferred,Grenade Launcher,Arc,1,0,0,0,1,"Envious Arsenal, Envious Assassin, Impulse Amplifier","Golden Tricorn Enhanced, One for All, Strategist",9,,,Envious Arsenal+Golden Tricorn Enhanced | Envious Arsenal+One for All | Envious Arsenal+Strategist | Envious Assassin+Golden Tricorn Enhanced | Envious Assassin+One for All | Envious Assassin+Strategist | Golden Tricorn Enhanced+Impulse Amplifier | Impulse Amplifier+One for All | Impulse Amplifier+Strategist,2666273249
172,Returned Memory,preferred,Sidearm,Solar,1,0,1,0,1,"Beacon Rounds, Blast Distributor, Impromptu Ammunition","Adagio, Burning Ambition, Desperate Measures",9,,,Adagio+Beacon Rounds | Adagio+Blast Distributor | Adagio+Impromptu Ammunition | Beacon Rounds+Burning Ambition | Beacon Rounds+Desperate Measures | Blast Distributor+Burning Ambition | Blast Distributor+Desperate Measures | Burning Ambition+Impromptu Ammunition | Desperate Measures+Impromptu Ammunition,4049127142
173,Horror's Least,preferred,Pulse Rifle,Arc,1,0,1,0,1,"Steady Hands, Under Pressure, Zen Moment","High-Impact Reserves, Turnabout, Vorpal Weapon",9,,,High-Impact Reserves+Steady Hands | High-Impact Reserves+Under Pressure | High-Impact Reserves+Zen Moment | Steady Hands+Turnabout | Steady Hands+Vorpal Weapon | Turnabout+Under Pressure | Turnabout+Zen Moment | Under Pressure+Vorpal Weapon | Vorpal Weapon+Zen Moment,216983039
174,The Hero's Burden,preferred,Submachine Gun,Void,1,0,0,0,1,"Air Assault, Tunnel Vision, Well-Rounded","Eye of the Storm, Iron Grip, Repulsor Brace",9,,,Air Assault+Eye of the Storm | Air Assault+Iron Grip | Air Assault+Repulsor Brace | Eye of the Storm+Tunnel Vision | Eye of the Storm+Well-Rounded | Iron Grip+Tunnel Vision | Iron Grip+Well-Rounded | Repulsor Brace+Tunnel Vision | Repulsor Brace+Well-Rounded,2488587246
175,Veles-X,preferred,Pulse Rifle,Void,1,0,1,0,1,"Rapid Hit, To the Pain, Wellspring","Desperado, Firefly, Withering Gaze",9,,,Desperado+Rapid Hit | Desperado+To the Pain | Desperado+Wellspring | Firefly+Rapid Hit | Firefly+To the Pain | Firefly+Wellspring | Rapid Hit+Withering Gaze | To the Pain+Withering Gaze | Wellspring+Withering Gaze,438540299
176,Gnawing Hunger,preferred,Auto Rifle,Void,1,0,1,0,1,"Demolitionist, Enlightened Action, Withering Gaze","Dynamic Sway Reduction, Master of Arms, Multikill Clip",9,,,Demolitionist+Dynamic Sway Reduction | Demolitionist+Master of Arms | Demolitionist+Multikill Clip | Dynamic Sway Reduction+Enlightened Action | Dynamic Sway Reduction+Withering Gaze | Enlightened Action+Master of Arms | Enlightened Action+Multikill Clip | Master of Arms+Withering Gaze | Multikill Clip+Withering Gaze,214545213
177,Eleatic Principle,preferred,Machine Gun,Arc,1,0,0,1,1,"Eddy Current, Well-Rounded, Zen Moment","Adaptive Munitions, Golden Tricorn Enhanced, Rangefinder",9,,,Adaptive Munitions+Eddy Current | Adaptive Munitions+Well-Rounded | Adaptive Munitions+Zen Moment | Eddy Current+Golden Tricorn Enhanced | Eddy Current+Rangefinder | Golden Tricorn Enhanced+Well-Rounded | Golden Tricorn Enhanced+Zen Moment | Rangefinder+Well-Rounded | Rangefinder+Zen Moment,105306149
178,Ammit AR2,preferred,Auto Rifle,Solar,1,0,0,1,1,"Stats for All, Triple Tap, Turnabout","Adrenaline Junkie, Gutshot Straight, Pugilist",9,,,Adrenaline Junkie+Stats for All | Adrenaline Junkie+Triple Tap | Adrenaline Junkie+Turnabout | Gutshot Straight+Stats for All | Gutshot Straight+Triple Tap | Gutshot Straight+Turnabout | Pugilist+Stats for All | Pugilist+Triple Tap | Pugilist+Turnabout,2119346509
179,The Summoner,preferred,Auto Rifle,Solar,1,0,0,0,1,"Elemental Capacitor, Heal Clip, Overflow","Golden Tricorn Enhanced, Onslaught, Rampage",9,,,Elemental Capacitor+Golden Tricorn Enhanced | Elemental Capacitor+Onslaught | Elemental Capacitor+Rampage | Golden Tricorn Enhanced+Heal Clip | Golden Tricorn Enhanced+Overflow | Heal Clip+Onslaught | Heal Clip+Rampage | Onslaught+Overflow | Overflow+Rampage,1820994983
180,Death Adder,preferred,Submachine Gun,Solar,1,0,0,0,1,"Auto-Loading Holster, Dynamic Sway Reduction, Mulligan","Eye of the Storm, Moving Target, Quickdraw",9,,,Auto-Loading Holster+Eye of the Storm | Auto-Loading Holster+Moving Target | Auto-Loading Holster+Quickdraw | Dynamic Sway Reduction+Eye of the Storm | Dynamic Sway Reduction+Moving Target | Dynamic Sway Reduction+Quickdraw | Eye of the Storm+Mulligan | Moving Target+Mulligan | Mulligan+Quickdraw,2742490609
181,D.F.A.,preferred,Hand Cannon,Kinetic,1,0,1,0,1,"Fragile Focus, Perpetual Motion, Tunnel Vision","Focused Fury, Timed Payload, Wellspring",9,,,Focused Fury+Fragile Focus | Focused Fury+Perpetual Motion | Focused Fury+Tunnel Vision | Fragile Focus+Timed Payload | Fragile Focus+Wellspring | Perpetual Motion+Timed Payload | Perpetual Motion+Wellspring | Timed Payload+Tunnel Vision | Tunnel Vision+Wellspring,575830664
182,Cataphract GL3,preferred,Grenade Launcher,Strand,1,0,0,0,1,"Envious Arsenal, Envious Assassin, Impulse Amplifier","Bait and Switch, Demolitionist, Impromptu Ammunition",9,,,Bait and Switch+Envious Arsenal | Bait and Switch+Envious Assassin | Bait and Switch+Impulse Amplifier | Demolitionist+Envious Arsenal | Demolitionist+Envious Assassin | Demolitionist+Impulse Amplifier | Envious Arsenal+Impromptu Ammunition | Envious Assassin+Impromptu Ammunition | Impromptu Ammunition+Impulse Amplifier,3805679279
183,Unwavering Duty,preferred,Machine Gun,Solar,1,0,0,0,1,"Auto-Loading Holster, Incandescent, Rampage","Burning Ambition, Cascade Point, Onslaught",9,,,Auto-Loading Holster+Burning Ambition | Auto-Loading Holster+Cascade Point | Auto-Loading Holster+Onslaught | Burning Ambition+Incandescent | Burning Ambition+Rampage | Cascade Point+Incandescent | Cascade Point+Rampage | Incandescent+Onslaught | Onslaught+Rampage,3489054606
184,Dawn Far Off,preferred,Machine Gun,Solar,1,0,0,0,1,"Attrition Orbs, Burning Ambition, Triple Tap","Aggregate Charge, Killing Tally, Redirection",9,,,Aggregate Charge+Attrition Orbs | Aggregate Charge+Burning Ambition | Aggregate Charge+Triple Tap | Attrition Orbs+Killing Tally | Attrition Orbs+Redirection | Burning Ambition+Killing Tally | Burning Ambition+Redirection | Killing Tally+Triple Tap | Redirection+Triple Tap,2770617440
185,Boomslang-4fr,preferred,Linear Fusion Rifle,Arc,1,0,1,0,1,"Heating Up, Rolling Storm, Transcendent Moment","Precision Instrument, Reservoir Burst, Vorpal Weapon",9,,,Heating Up+Precision Instrument | Heating Up+Reservoir Burst | Heating Up+Vorpal Weapon | Precision Instrument+Rolling Storm | Precision Instrument+Transcendent Moment | Reservoir Burst+Rolling Storm | Reservoir Burst+Transcendent Moment | Rolling Storm+Vorpal Weapon | Transcendent Moment+Vorpal Weapon,3926153598
186,Aurora Dawn,preferred,Sword,Stasis,1,0,1,0,1,"Flash Counter, Proximity Power, Rimestealer","Binary Orbit, Cold Steel, Elemental Honing",9,,,Binary Orbit+Flash Counter | Binary Orbit+Proximity Power | Binary Orbit+Rimestealer | Cold Steel+Flash Counter | Cold Steel+Proximity Power | Cold Steel+Rimestealer | Elemental Honing+Flash Counter | Elemental Honing+Proximity Power | Elemental Honing+Rimestealer,2111625436
187,Archon's Thunder,preferred,Machine Gun,Stasis,1,0,0,0,1,"Air Trigger, Envious Assassin, High-Impact Reserves","Desperate Measures, Killing Tally, Rewind Rounds",9,,,Air Trigger+Desperate Measures | Air Trigger+Killing Tally | Air Trigger+Rewind Rounds | Desperate Measures+Envious Assassin | Desperate Measures+High-Impact Reserves | Envious Assassin+Killing Tally | Envious Assassin+Rewind Rounds | High-Impact Reserves+Killing Tally | High-Impact Reserves+Rewind Rounds,2896109856
188,Briar's Contempt (Adept),preferred,Linear Fusion Rifle,Solar,0,1,0,1,0,"Burning Ambition, Incandescent, Slideshot","Adagio, Paracausal Affinity, Surrounded",9,,,Adagio+Burning Ambition | Adagio+Incandescent | Adagio+Slideshot | Burning Ambition+Paracausal Affinity | Burning Ambition+Surrounded | Incandescent+Paracausal Affinity | Incandescent+Surrounded | Paracausal Affinity+Slideshot | Slideshot+Surrounded,2890082420
189,Adored,preferred,Sniper Rifle,Arc,1,0,1,0,1,"Elemental Capacitor, Jolting Feedback, Supercharged Magazine","Elemental Honing, Moving Target, No Distractions",9,,,Elemental Capacitor+Elemental Honing | Elemental Capacitor+Moving Target | Elemental Capacitor+No Distractions | Elemental Honing+Jolting Feedback | Elemental Honing+Supercharged Magazine | Jolting Feedback+Moving Target | Jolting Feedback+No Distractions | Moving Target+Supercharged Magazine | No Distractions+Supercharged Magazine,1405095983
190,Acosmic,preferred,Grenade Launcher,Void,1,0,0,0,1,"Clown Cartridge, Reverberation, Withering Gaze","Cascade Point, Deconstruct, Destabilizing Rounds",9,,,Cascade Point+Clown Cartridge | Cascade Point+Reverberation | Cascade Point+Withering Gaze | Clown Cartridge+Deconstruct | Clown Cartridge+Destabilizing Rounds | Deconstruct+Reverberation | Deconstruct+Withering Gaze | Destabilizing Rounds+Reverberation | Destabilizing Rounds+Withering Gaze,1106017703
191,Acasia's Dejection (Adept),preferred,Trace Rifle,Solar,0,1,0,1,0,"Field Prep, Hip-Fire Grip, Reconstruction","Detonator Beam, Target Lock, Vorpal Weapon",9,,,Detonator Beam+Field Prep | Detonator Beam+Hip-Fire Grip | Detonator Beam+Reconstruction | Field Prep+Target Lock | Field Prep+Vorpal Weapon | Hip-Fire Grip+Target Lock | Hip-Fire Grip+Vorpal Weapon | Reconstruction+Target Lock | Reconstruction+Vorpal Weapon,3493494807
192,21% Delirium,preferred,Machine Gun,Arc,1,0,1,0,1,"Feeding Frenzy, Overflow, Reconstruction","Frenzy, Jolting Feedback, Killing Tally",9,,,Feeding Frenzy+Frenzy | Feeding Frenzy+Jolting Feedback | Feeding Frenzy+Killing Tally | Frenzy+Overflow | Frenzy+Reconstruction | Jolting Feedback+Overflow | Jolting Feedback+Reconstruction | Killing Tally+Overflow | Killing Tally+Reconstruction,3001598094
