copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
108,Watchful Eye,preferred,Machine Gun,Arc,1,0,0,0,1,"Dynamic Sway Reduction, Field Prep, Hip-Fire Grip","Jolting Feedback, Killing Tally, Rolling Storm",9,,,Dynamic Sway Reduction+Jolting Feedback | Dynamic Sway Reduction+Killing Tally | Dynamic Sway Reduction+Rolling Storm | Field Prep+Jolting Feedback | Field Prep+Killing Tally | Field Prep+Rolling Storm | Hip-Fire Grip+Jolting Feedback | Hip-Fire Grip+Killing Tally | Hip-Fire Grip+Rolling Storm,3058845782
109,Trendsetter,preferred,Auto Rifle,Arc,1,0,0,0,1,"Light Touch, Outlaw, Supercharged Magazine","Rampage, Tap the Trigger, Zen Moment",9,,,Light Touch+Rampage | Light Touch+Tap the Trigger | Light Touch+Zen Moment | Outlaw+Rampage | Outlaw+Tap the Trigger | Outlaw+Zen Moment | Rampage+Supercharged Magazine | Supercharged Magazine+Tap the Trigger | Supercharged Magazine+Zen Moment,2863808104
110,Claws of the Wolf,preferred,Pulse Rifle,Void,1,0,0,0,1,"Field Prep, Snapshot Sights, Threat Detector","Full Auto Trigger System, Grave Robber, Kill Clip",9,,,Field Prep+Full Auto Trigger System | Field Prep+Grave Robber | Field Prep+Kill Clip | Full Auto Trigger System+Snapshot Sights | Full Auto Trigger System+Threat Detector | Grave Robber+Snapshot Sights | Grave Robber+Threat Detector | Kill Clip+Snapshot Sights | Kill Clip+Threat Detector,1280933460
111,Yesteryear,preferred,Pulse Rifle,Void,1,0,1,0,1,"Ensemble, Heating Up, Slideways","Desperado, Focused Fury, Gutshot Straight",9,,,Desperado+Ensemble | Desperado+Heating Up | Desperado+Slideways | Ensemble+Focused Fury | Ensemble+Gutshot Straight | Focused Fury+Heating Up | Focused Fury+Slideways | Gutshot Straight+Heating Up | Gutshot Straight+Slideways,4028000428
112,Taipan-4fr,preferred,Linear Fusion Rifle,Void,1,0,0,1,1,"Clown Cartridge, Genesis, Triple Tap","Firing Line, Repulsor Brace, Snapshot Sights",9,,,Clown Cartridge+Firing Line | Clown Cartridge+Repulsor Brace | Clown Cartridge+Snapshot Sights | Firing Line+Genesis | Firing Line+Triple Tap | Genesis+Repulsor Brace | Genesis+Snapshot Sights | Repulsor Brace+Triple Tap | Snapshot Sights+Triple Tap,1911060537
113,Zaouli's Bane (Harrowed),preferred,Hand Cannon,Solar,0,1,0,1,0,"Explosive Payload, Hip-Fire Grip, Redirection","Chaos Reshaped, Demolitionist, Firefly",9,,,Chaos Reshaped+Explosive Payload | Chaos Reshaped+Hip-Fire Grip | Chaos Reshaped+Redirection | Demolitionist+Explosive Payload | Demolitionist+Hip-Fire Grip | Demolitionist+Redirection | Explosive Payload+Firefly | Firefly+Hip-Fire Grip | Firefly+Redirection,291092617
114,Sublimation,preferred,Scout Rifle,Arc,1,0,0,0,1,"Eddy Current, Impromptu Ammunition, Sympathetic Arsenal","No Distractions, Precision Instrument, Rolling Storm",9,,,Eddy Current+No Distractions | Eddy Current+Precision Instrument | Eddy Current+Rolling Storm | Impromptu Ammunition+No Distractions | Impromptu Ammunition+Precision Instrument | Impromptu Ammunition+Rolling Storm | No Distractions+Sympathetic Arsenal | Precision Instrument+Sympathetic Arsenal | Rolling Storm+Sympathetic Arsenal,1674692344
115,Unfall,preferred,Sidearm,Arc,1,0,1,0,1,"Beacon Rounds, Lead from Gold, Sleight of Hand","Deconstruct, Master of Arms, One for All",9,,,Beacon Rounds+Deconstruct | Beacon Rounds+Master of Arms | Beacon Rounds+One for All | Deconstruct+Lead from Gold | Deconstruct+Sleight of Hand | Lead from Gold+Master of Arms | Lead from Gold+One for All | Master of Arms+Sleight of Hand | One for All+Sleight of Hand,738446555
116,The Mountaintop,preferred,Grenade Launcher,Kinetic,1,0,0,0,1,"Ambitious Assassin, Auto-Loading Holster, Slickdraw","Rampage, Recombination, Vorpal Weapon",9,,,Ambitious Assassin+Rampage | Ambitious Assassin+Recombination | Ambitious Assassin+Vorpal Weapon | Auto-Loading Holster+Rampage | Auto-Loading Holster+Recombination | Auto-Loading Holster+Vorpal Weapon | Rampage+Slickdraw | Recombination+Slickdraw | Slickdraw+Vorpal Weapon,4043921923
117,Submersion,preferred,Combat Bow,Stasis,1,0,0,0,1,"Auto-Loading Holster, Bolt Scavenger, Ensemble","Aggregate Charge, Collective Action, Firing Line",9,,,Aggregate Charge+Auto-Loading Holster | Aggregate Charge+Bolt Scavenger | Aggregate Charge+Ensemble | Auto-Loading Holster+Collective Action | Auto-Loading Holster+Firing Line | Bolt Scavenger+Collective Action | Bolt Scavenger+Firing Line | Collective Action+Ensemble | Ensemble+Firing Line,3524386983
118,Haliaetus,preferred,Rocket Launcher,Strand,1,0,0,0,1,"Blast Distributor, Grave Robber, Quickdraw","Binary Orbit, Collective Pugilism, Reaper's Tithe",9,,,Binary Orbit+Blast Distributor | Binary Orbit+Grave Robber | Binary Orbit+Quickdraw | Blast Distributor+Collective Pugilism | Blast Distributor+Reaper's Tithe | Collective Pugilism+Grave Robber | Collective Pugilism+Quickdraw | Grave Robber+Reaper's Tithe | Quickdraw+Reaper's Tithe,2155534128
119,Solemn Lie,preferred,Hand Cannon,Arc,1,0,1,0,1,"Killing Wind, Quickdraw, Rangefinder","Elemental Capacitor, Lone Wolf, Rapid Hit",9,,,Elemental Capacitor+Killing Wind | Elemental Capacitor+Quickdraw | Elemental Capacitor+Rangefinder | Killing Wind+Lone Wolf | Killing Wind+Rapid Hit | Lone Wolf+Quickdraw | Lone Wolf+Rangefinder | Quickdraw+Rapid Hit | Rangefinder+Rapid Hit,1041028435
120,Sixth Sense,preferred,Hand Cannon,Strand,1,0,0,0,1,"Explosive Payload, Rapid Hit, Triple Tap","Dragonfly, Hatchling, Tear",9,,,Dragonfly+Explosive Payload | Dragonfly+Rapid Hit | Dragonfly+Triple Tap | Explosive Payload+Hatchling | Explosive Payload+Tear | Hatchling+Rapid Hit | Hatchling+Triple Tap | Rapid Hit+Tear | Tear+Triple Tap,4032097591
121,Maahes HC4,preferred,Hand Cannon,Void,1,0,0,0,1,"Enlightened Action, Pulse Monitor, Repulsor Brace","Destabilizing Rounds, Disruption Break, Golden Tricorn",9,,,Destabilizing Rounds+Enlightened Action | Destabilizing Rounds+Pulse Monitor | Destabilizing Rounds+Repulsor Brace | Disruption Break+Enlightened Action | Disruption Break+Pulse Monitor | Disruption Break+Repulsor Brace | Enlightened Action+Golden Tricorn | Golden Tricorn+Pulse Monitor | Golden Tricorn+Repulsor Brace,1246793994
122,Anamnesis (Adept),preferred,Combat Bow,Void,0,1,0,0,1,"Hip-Fire Grip, Perfect Float, Successful Warm-Up","Adagio, Demoralize, Impulse Amplifier",9,,,Adagio+Hip-Fire Grip | Adagio+Perfect Float | Adagio+Successful Warm-Up | Demoralize+Hip-Fire Grip | Demoralize+Perfect Float | Demoralize+Successful Warm-Up | Hip-Fire Grip+Impulse Amplifier | Impulse Amplifier+Perfect Float | Impulse Amplifier+Successful Warm-Up,3949253499
123,Ecliptic Distaff,preferred,Glaive,Void,1,0,1,0,1,"Disruption Break, Grave Robber, Tilting at Windmills","Chaos Reshaped, Desperate Measures, Withering Gaze",9,,,Chaos Reshaped+Disruption Break | Chaos Reshaped+Grave Robber | Chaos Reshaped+Tilting at Windmills | Desperate Measures+Disruption Break | Desperate Measures+Grave Robber | Desperate Measures+Tilting at Windmills | Disruption Break+Withering Gaze | Grave Robber+Withering Gaze | Tilting at Windmills+Withering Gaze,1942143745
124,Word of Crota (Adept),preferred,Hand Cannon,Void,0,1,0,1,0,"Collective Demolition, Demolitionist, Rapid Hit","Focused Fury, Frenzy, Magnificent Howl",9,,,Collective Demolition+Focused Fury | Collective Demolition+Frenzy | Collective Demolition+Magnificent Howl | Demolitionist+Focused Fury | Demolitionist+Frenzy | Demolitionist+Magnificent Howl | Focused Fury+Rapid Hit | Frenzy+Rapid Hit | Magnificent Howl+Rapid Hit,3926103986
125,Trust,preferred,Hand Cannon,Solar,1,0,1,0,1,"Genesis, Snapshot Sights, Triple Tap","Hip-Fire Grip, Rampage, Rapid Hit",9,,,Genesis+Hip-Fire Grip | Genesis+Rampage | Genesis+Rapid Hit | Hip-Fire Grip+Snapshot Sights | Hip-Fire Grip+Triple Tap | Rampage+Snapshot Sights | Rampage+Triple Tap | Rapid Hit+Snapshot Sights | Rapid Hit+Triple Tap,4077196130
126,The Title,preferred,Submachine Gun,Void,1,0,0,0,1,"Closing Time, Perpetual Motion, Recycled Energy","Demoralize, Elemental Honing, Rangefinder",9,,,Closing Time+Demoralize | Closing Time+Elemental Honing | Closing Time+Rangefinder | Demoralize+Perpetual Motion | Demoralize+Recycled Energy | Elemental Honing+Perpetual Motion | Elemental Honing+Recycled Energy | Perpetual Motion+Rangefinder | Rangefinder+Recycled Energy,4106258882
127,Shayura's Wrath,preferred,Submachine Gun,Void,1,0,0,0,1,"Dynamic Sway Reduction, Perpetual Motion, Tunnel Vision","Celerity, Golden Tricorn, Harmony",9,,,Celerity+Dynamic Sway Reduction | Celerity+Perpetual Motion | Celerity+Tunnel Vision | Dynamic Sway Reduction+Golden Tricorn | Dynamic Sway Reduction+Harmony | Golden Tricorn+Perpetual Motion | Golden Tricorn+Tunnel Vision | Harmony+Perpetual Motion | Harmony+Tunnel Vision,3682803680
128,Liturgy,preferred,Grenade Launcher,Stasis,1,0,0,0,1,"Envious Arsenal, Quickdraw, Rimestealer","Chain Reaction, Desperate Measures, Lead from Gold",9,,,Chain Reaction+Envious Arsenal | Chain Reaction+Quickdraw | Chain Reaction+Rimestealer | Desperate Measures+Envious Arsenal | Desperate Measures+Quickdraw | Desperate Measures+Rimestealer | Envious Arsenal+Lead from Gold | Lead from Gold+Quickdraw | Lead from Gold+Rimestealer,3377522331
129,Doomsday,preferred,Grenade Launcher,Arc,1,0,1,0,1,"Ambitious Assassin, Snapshot Sights, Supercharged Magazine","Full Court, Jolting Feedback, Quickdraw",9,,,Ambitious Assassin+Full Court | Ambitious Assassin+Jolting Feedback | Ambitious Assassin+Quickdraw | Full Court+Snapshot Sights | Full Court+Supercharged Magazine | Jolting Feedback+Snapshot Sights | Jolting Feedback+Supercharged Magazine | Quickdraw+Snapshot Sights | Quickdraw+Supercharged Magazine,713132408
130,Shadow Price,preferred,Auto Rifle,Arc,1,0,1,0,1,"Bottomless Grief, Fourth Time's the Charm, Surplus","One for All, Thresh, Unrelenting",9,,,Bottomless Grief+One for All | Bottomless Grief+Thresh | Bottomless Grief+Unrelenting | Fourth Time's the Charm+One for All | Fourth Time's the Charm+Thresh | Fourth Time's the Charm+Unrelenting | One for All+Surplus | Surplus+Thresh | Surplus+Unrelenting,2633186522
131,The Third Axiom,preferred,Pulse Rifle,Arc,1,0,1,0,1,"Genesis, Slideshot, Zen Moment","Headseeker, Multikill Clip, Sympathetic Arsenal",9,,,Genesis+Headseeker | Genesis+Multikill Clip | Genesis+Sympathetic Arsenal | Headseeker+Slideshot | Headseeker+Zen Moment | Multikill Clip+Slideshot | Multikill Clip+Zen Moment | Slideshot+Sympathetic Arsenal | Sympathetic Arsenal+Zen Moment,3744058588
132,Qullim's Terminus (Harrowed),preferred,Machine Gun,Stasis,0,1,0,1,0,"Enlightened Action, Firmly Planted, Slickdraw","Eye of the Storm, Firefly, Mega Kill Clip",9,,,Enlightened Action+Eye of the Storm | Enlightened Action+Firefly | Enlightened Action+Mega Kill Clip | Eye of the Storm+Firmly Planted | Eye of the Storm+Slickdraw | Firefly+Firmly Planted | Firefly+Slickdraw | Firmly Planted+Mega Kill Clip | Mega Kill Clip+Slickdraw,3248429089
133,Pointed Inquiry,preferred,Scout Rifle,Void,1,0,0,1,1,"Firmly Planted, Genesis, Repulsor Brace","Demolitionist, Demoralize, Harmony",9,,,Demolitionist+Firmly Planted | Demolitionist+Genesis | Demolitionist+Repulsor Brace | Demoralize+Firmly Planted | Demoralize+Genesis | Demoralize+Repulsor Brace | Firmly Planted+Harmony | Genesis+Harmony | Harmony+Repulsor Brace,297296830
134,Permafrost,preferred,Grenade Launcher,Stasis,1,0,0,0,1,"Attrition Orbs, Blast Distributor, Impromptu Ammunition","Adrenaline Junkie, Pugilist, Wellspring",9,,,Adrenaline Junkie+Attrition Orbs | Adrenaline Junkie+Blast Distributor | Adrenaline Junkie+Impromptu Ammunition | Attrition Orbs+Pugilist | Attrition Orbs+Wellspring | Blast Distributor+Pugilist | Blast Distributor+Wellspring | Impromptu Ammunition+Pugilist | Impromptu Ammunition+Wellspring,2922964484
135,Oversoul Edict (Adept),preferred,Pulse Rifle,Arc,0,1,0,1,0,"Eddy Current, Encore, Eye of the Storm","Headseeker, High Ground, Moving Target",9,,,Eddy Current+Headseeker | Eddy Current+High Ground | Eddy Current+Moving Target | Encore+Headseeker | Encore+High Ground | Encore+Moving Target | Eye of the Storm+Headseeker | Eye of the Storm+High Ground | Eye of the Storm+Moving Target,578105049
136,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Surplus, Wellspring","Golden Tricorn Enhanced, High-Impact Reserves, Slickdraw",9,,,Air Assault+Golden Tricorn Enhanced | Air Assault+High-Impact Reserves | Air Assault+Slickdraw | Golden Tricorn Enhanced+Surplus | Golden Tricorn Enhanced+Wellspring | High-Impact Reserves+Surplus | High-Impact Reserves+Wellspring | Slickdraw+Surplus | Slickdraw+Wellspring,676270382
137,Origin Story,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Feeding Frenzy, Fragile Focus, Strategist","High Ground, Onslaught, Surrounded",9,,,Feeding Frenzy+High Ground | Feeding Frenzy+Onslaught | Feeding Frenzy+Surrounded | Fragile Focus+High Ground | Fragile Focus+Onslaught | Fragile Focus+Surrounded | High Ground+Strategist | Onslaught+Strategist | Strategist+Surrounded,2826850739
138,Breakneck,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Dynamic Sway Reduction, Shoot to Loot, Subsistence","Deconstruct, Osmosis, Target Lock",9,,,Deconstruct+Dynamic Sway Reduction | Deconstruct+Shoot to Loot | Deconstruct+Subsistence | Dynamic Sway Reduction+Osmosis | Dynamic Sway Reduction+Target Lock | Osmosis+Shoot to Loot | Osmosis+Subsistence | Shoot to Loot+Target Lock | Subsistence+Target Lock,2026755633
139,Veiled Threat,preferred,Auto Rifle,Stasis,1,0,0,1,1,"Attrition Orbs, Threat Detector, To the Pain","Gutshot Straight, Headstone, Moving Target",9,,,Attrition Orbs+Gutshot Straight | Attrition Orbs+Headstone | Attrition Orbs+Moving Target | Gutshot Straight+Threat Detector | Gutshot Straight+To the Pain | Headstone+Threat Detector | Headstone+To the Pain | Moving Target+Threat Detector | Moving Target+To the Pain,3685470415
140,Sorrow's Verse,preferred,Auto Rifle,Arc,1,0,1,0,1,"Feeding Frenzy, Recycled Energy, Rewind Rounds","Demolitionist, Multikill Clip, Voltshot",9,,,Demolitionist+Feeding Frenzy | Demolitionist+Recycled Energy | Demolitionist+Rewind Rounds | Feeding Frenzy+Multikill Clip | Feeding Frenzy+Voltshot | Multikill Clip+Recycled Energy | Multikill Clip+Rewind Rounds | Recycled Energy+Voltshot | Rewind Rounds+Voltshot,2557966895
141,Seraphine Haze,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Hip-Fire Grip, Lead From Light, Rimestealer","Adrenaline Junkie, Attrition Orbs, Collective Pugilism",9,,,Adrenaline Junkie+Hip-Fire Grip | Adrenaline Junkie+Lead From Light | Adrenaline Junkie+Rimestealer | Attrition Orbs+Hip-Fire Grip | Attrition Orbs+Lead From Light | Attrition Orbs+Rimestealer | Collective Pugilism+Hip-Fire Grip | Collective Pugilism+Lead From Light | Collective Pugilism+Rimestealer,1524387902
142,Servant Leader,preferred,Scout Rifle,Kinetic,0,0,1,0,1,"Heating Up, No Distractions, Pulse Monitor","Harmony, Kill Clip, Wellspring",9,,,Harmony+Heating Up | Harmony+No Distractions | Harmony+Pulse Monitor | Heating Up+Kill Clip | Heating Up+Wellspring | Kill Clip+No Distractions | Kill Clip+Pulse Monitor | No Distractions+Wellspring | Pulse Monitor+Wellspring,1107446438
143,Sarpedon-D,preferred,Hand Cannon,Arc,1,0,1,0,1,"Proximity Power, To the Pain, Trickle Charge","Desperate Measures, One-Two Punch, Trench Barrel",9,,,Desperate Measures+Proximity Power | Desperate Measures+To the Pain | Desperate Measures+Trickle Charge | One-Two Punch+Proximity Power | One-Two Punch+To the Pain | One-Two Punch+Trickle Charge | Proximity Power+Trench Barrel | To the Pain+Trench Barrel | Trench Barrel+Trickle Charge,3318545829
144,Resounding,preferred,Fusion Rifle,Strand,1,0,1,0,1,"Compulsive Reloader, Cornered, Threat Detector","Aggregate Charge, One for All, Reservoir Burst",9,,,Aggregate Charge+Compulsive Reloader | Aggregate Charge+Cornered | Aggregate Charge+Threat Detector | Compulsive Reloader+One for All | Compulsive Reloader+Reservoir Burst | Cornered+One for All | Cornered+Reservoir Burst | One for All+Threat Detector | Reservoir Burst+Threat Detector,3273807888
145,Frontier's Cry,preferred,Hand Cannon,Solar,1,0,0,0,1,"Adaptive Munitions, Rapid Hit, Stats for All","Adagio, Eye of the Storm, Iron Grip",9,,,Adagio+Adaptive Munitions | Adagio+Rapid Hit | Adagio+Stats for All | Adaptive Munitions+Eye of the Storm | Adaptive Munitions+Iron Grip | Eye of the Storm+Rapid Hit | Eye of the Storm+Stats for All | Iron Grip+Rapid Hit | Iron Grip+Stats for All,3203303472
146,Romantic Death,preferred,Grenade Launcher,Void,1,0,0,0,1,"Proximity Power, Reverberation, Stats for All","Aggregate Charge, Chain Reaction, Impulse Amplifier",9,,,Aggregate Charge+Proximity Power | Aggregate Charge+Reverberation | Aggregate Charge+Stats for All | Chain Reaction+Proximity Power | Chain Reaction+Reverberation | Chain Reaction+Stats for All | Impulse Amplifier+Proximity Power | Impulse Amplifier+Reverberation | Impulse Amplifier+Stats for All,2979965246
147,Perfect Pitch,preferred,Submachine Gun,Solar,1,0,1,0,1,"Discord, Enlightened Action, To the Pain","Focused Fury, Onslaught, Rangefinder",9,,,Discord+Focused Fury | Discord+Onslaught | Discord+Rangefinder | Enlightened Action+Focused Fury | Enlightened Action+Onslaught | Enlightened Action+Rangefinder | Focused Fury+To the Pain | Onslaught+To the Pain | Rangefinder+To the Pain,2191451996
148,No Feelings,preferred,Scout Rifle,Arc,1,0,1,0,1,"Collective Demolition, Keep Away, Voltshot","Adrenaline Junkie, Box Breathing, Meganeura",9,,,Adrenaline Junkie+Collective Demolition | Adrenaline Junkie+Keep Away | Adrenaline Junkie+Voltshot | Box Breathing+Collective Demolition | Box Breathing+Keep Away | Box Breathing+Voltshot | Collective Demolition+Meganeura | Keep Away+Meganeura | Meganeura+Voltshot,2979764077
149,Rapid Growth,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Fourth Time's the Charm, Light Touch, Lucky Shot","Binary Orbit, Closing Time, Gear Shift",9,,,Binary Orbit+Fourth Time's the Charm | Binary Orbit+Light Touch | Binary Orbit+Lucky Shot | Closing Time+Fourth Time's the Charm | Closing Time+Light Touch | Closing Time+Lucky Shot | Fourth Time's the Charm+Gear Shift | Gear Shift+Light Touch | Gear Shift+Lucky Shot,3856342856
150,Arcane Embrace,preferred,Shotgun,Arc,1,0,0,0,1,"Air Trigger, Dual Loader, Slideshot","Desperado, Swashbuckler, Voltshot",9,,,Air Trigger+Desperado | Air Trigger+Swashbuckler | Air Trigger+Voltshot | Desperado+Dual Loader | Desperado+Slideshot | Dual Loader+Swashbuckler | Dual Loader+Voltshot | Slideshot+Swashbuckler | Slideshot+Voltshot,3649985571
151,Someday,preferred,Shotgun,Kinetic,1,0,0,1,1,"Lead from Gold, One-Two Punch, Strategist","Cascade Point, Closing Time, Frenzy",9,,,Cascade Point+Lead from Gold | Cascade Point+One-Two Punch | Cascade Point+Strategist | Closing Time+Lead from Gold | Closing Time+One-Two Punch | Closing Time+Strategist | Frenzy+Lead from Gold | Frenzy+One-Two Punch | Frenzy+Strategist,3232203524
152,Iterative Loop,preferred,Fusion Rifle,Arc,1,0,0,1,1,"Slickdraw, Supercharged Magazine, Under Pressure","Demolitionist, Kickstart, Pugilist",9,,,Demolitionist+Slickdraw | Demolitionist+Supercharged Magazine | Demolitionist+Under Pressure | Kickstart+Slickdraw | Kickstart+Supercharged Magazine | Kickstart+Under Pressure | Pugilist+Slickdraw | Pugilist+Supercharged Magazine | Pugilist+Under Pressure,1289796511
153,Red Tape,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Attrition Orbs, Closing Time, Lone Wolf","Focused Fury, High-Impact Reserves, Rampage",9,,,Attrition Orbs+Focused Fury | Attrition Orbs+High-Impact Reserves | Attrition Orbs+Rampage | Closing Time+Focused Fury | Closing Time+High-Impact Reserves | Closing Time+Rampage | Focused Fury+Lone Wolf | High-Impact Reserves+Lone Wolf | Lone Wolf+Rampage,3423493037
154,Reckless Endangerment,preferred,Shotgun,Kinetic,1,0,1,0,1,"Barrel Constrictor, Perpetual Motion, Steady Hands","Binary Orbit, Offhand Strike, Trench Barrel",9,,,Barrel Constrictor+Binary Orbit | Barrel Constrictor+Offhand Strike | Barrel Constrictor+Trench Barrel | Binary Orbit+Perpetual Motion | Binary Orbit+Steady Hands | Offhand Strike+Perpetual Motion | Offhand Strike+Steady Hands | Perpetual Motion+Trench Barrel | Steady Hands+Trench Barrel,3085559077
155,Ahab Char,preferred,Auto Rifle,Solar,1,0,0,0,1,"Proximity Power, Recycled Energy, Transcendent Moment","Adagio, Eye of the Storm, High-Impact Reserves",9,,,Adagio+Proximity Power | Adagio+Recycled Energy | Adagio+Transcendent Moment | Eye of the Storm+Proximity Power | Eye of the Storm+Recycled Energy | Eye of the Storm+Transcendent Moment | High-Impact Reserves+Proximity Power | High-Impact Reserves+Recycled Energy | High-Impact Reserves+Transcendent Moment,1411560894
156,Phoneutria Fera,preferred,Hand Cannon,Solar,1,0,0,0,1,"Barrel Constrictor, Threat Remover, Transcendent Moment","Frenzy, Incandescent, One-Two Punch",9,,,Barrel Constrictor+Frenzy | Barrel Constrictor+Incandescent | Barrel Constrictor+One-Two Punch | Frenzy+Threat Remover | Frenzy+Transcendent Moment | Incandescent+Threat Remover | Incandescent+Transcendent Moment | One-Two Punch+Threat Remover | One-Two Punch+Transcendent Moment,3804242795
157,Occluded Finality,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Mulligan, Snapshot Sights, Surplus","Demolitionist, Elemental Capacitor, Iron Reach",9,,,Demolitionist+Mulligan | Demolitionist+Snapshot Sights | Demolitionist+Surplus | Elemental Capacitor+Mulligan | Elemental Capacitor+Snapshot Sights | Elemental Capacitor+Surplus | Iron Reach+Mulligan | Iron Reach+Snapshot Sights | Iron Reach+Surplus,852551895
158,Mint Retrograde,preferred,Pulse Rifle,Strand,1,0,1,0,1,"Beacon Rounds, Hatchling, Rewind Rounds","Bait and Switch, Cascade Point, Elemental Honing",9,,,Bait and Switch+Beacon Rounds | Bait and Switch+Hatchling | Bait and Switch+Rewind Rounds | Beacon Rounds+Cascade Point | Beacon Rounds+Elemental Honing | Cascade Point+Hatchling | Cascade Point+Rewind Rounds | Elemental Honing+Hatchling | Elemental Honing+Rewind Rounds,3285784871
159,Mindbender's Ambition,preferred,Shotgun,Solar,1,0,1,0,1,"Auto-Loading Holster, Lead from Gold, Pugilist","Fragile Focus, One-Two Punch, Steady Hands",9,,,Auto-Loading Holster+Fragile Focus | Auto-Loading Holster+One-Two Punch | Auto-Loading Holster+Steady Hands | Fragile Focus+Lead from Gold | Fragile Focus+Pugilist | Lead from Gold+One-Two Punch | Lead from Gold+Steady Hands | One-Two Punch+Pugilist | Pugilist+Steady Hands,1094005544
160,MIDA Mini-Tool,preferred,Submachine Gun,Solar,1,0,0,0,1,"Discord, Envious Assassin, Loose Change","Collective Pugilism, Master of Arms, Offhand Strike",9,,,Collective Pugilism+Discord | Collective Pugilism+Envious Assassin | Collective Pugilism+Loose Change | Discord+Master of Arms | Discord+Offhand Strike | Envious Assassin+Master of Arms | Envious Assassin+Offhand Strike | Loose Change+Master of Arms | Loose Change+Offhand Strike,3946054154
161,Lotus-Eater,preferred,Sidearm,Void,1,0,1,0,1,"Beacon Rounds, Reconstruction, Shoot to Loot","Adrenaline Junkie, Reverberation, Withering Gaze",9,,,Adrenaline Junkie+Beacon Rounds | Adrenaline Junkie+Reconstruction | Adrenaline Junkie+Shoot to Loot | Beacon Rounds+Reverberation | Beacon Rounds+Withering Gaze | Reconstruction+Reverberation | Reconstruction+Withering Gaze | Reverberation+Shoot to Loot | Shoot to Loot+Withering Gaze,3922217119
162,Jurisprudent,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Built to Blast, Enlightened Action, Recycled Energy","Adrenaline Junkie, Binary Orbit, No Distractions",9,,,Adrenaline Junkie+Built to Blast | Adrenaline Junkie+Enlightened Action | Adrenaline Junkie+Recycled Energy | Binary Orbit+Built to Blast | Binary Orbit+Enlightened Action | Binary Orbit+Recycled Energy | Built to Blast+No Distractions | Enlightened Action+No Distractions | No Distractions+Recycled Energy,4090134063
163,Jorum's Claw,preferred,Pulse Rifle,Solar,1,0,0,0,1,"Gutshot Straight, Iron Grip, Offhand Strike","Frenzy, Golden Tricorn, Incandescent",9,,,Frenzy+Gutshot Straight | Frenzy+Iron Grip | Frenzy+Offhand Strike | Golden Tricorn+Gutshot Straight | Golden Tricorn+Iron Grip | Golden Tricorn+Offhand Strike | Gutshot Straight+Incandescent | Incandescent+Iron Grip | Incandescent+Offhand Strike,62937067
164,Infinite Paths 8,preferred,Pulse Rifle,Arc,1,0,0,0,1,"Auto-Loading Holster, Genesis, Threat Detector","Shield Disorient, Swashbuckler, Zen Moment",9,,,Auto-Loading Holster+Shield Disorient | Auto-Loading Holster+Swashbuckler | Auto-Loading Holster+Zen Moment | Genesis+Shield Disorient | Genesis+Swashbuckler | Genesis+Zen Moment | Shield Disorient+Threat Detector | Swashbuckler+Threat Detector | Threat Detector+Zen Moment,3233390913
165,Gunnora's Axe,preferred,Shotgun,Arc,1,0,0,0,1,"Field Prep, Full Auto Trigger System, Pulse Monitor","Demolitionist, Slideshot, Triple Tap",9,,,Demolitionist+Field Prep | Demolitionist+Full Auto Trigger System | Demolitionist+Pulse Monitor | Field Prep+Slideshot | Field Prep+Triple Tap | Full Auto Trigger System+Slideshot | Full Auto Trigger System+Triple Tap | Pulse Monitor+Slideshot | Pulse Monitor+Triple Tap,2326716489
166,Hawthorne's Field-Forged Shotgun,preferred,Shotgun,Kinetic,1,0,0,0,1,"Full Auto Trigger System, Grave Robber, Pulse Monitor","Eye of the Storm, Hip-Fire Grip, One-Two Punch",9,,,Eye of the Storm+Full Auto Trigger System | Eye of the Storm+Grave Robber | Eye of the Storm+Pulse Monitor | Full Auto Trigger System+Hip-Fire Grip | Full Auto Trigger System+One-Two Punch | Grave Robber+Hip-Fire Grip | Grave Robber+One-Two Punch | Hip-Fire Grip+Pulse Monitor | One-Two Punch+Pulse Monitor,1807343361
167,Wicked Sister,preferred,Grenade Launcher,Strand,0,0,1,0,1,"Envious Assassin, Perpetual Motion, Quickdraw","Full Court, High Ground, Reverberation",9,,,Envious Assassin+Full Court | Envious Assassin+High Ground | Envious Assassin+Reverberation | Full Court+Perpetual Motion | Full Court+Quickdraw | High Ground+Perpetual Motion | High Ground+Quickdraw | Perpetual Motion+Reverberation | Quickdraw+Reverberation,2039776723
